Rank,Entita,Score_Avg_now 1-H,Score_Avg_now 4-H,Score_Avg_now 7-d,Discover_Score
68,hurghada,0.0,0.0,0.0,0.23617733727628992
69,ettore andenna,0.0,0.0,0.0,0.23537745555238682
70,carlo acutis santo,0.0,0.0,0.0,0.23459420572161058
71,giulianova barletta,0.0,0.0,0.0,0.23382699798647663
72,nuggets - bucks,0.0,0.0,0.0,0.23307527170850925
73,dimitrov,0.0,0.0,0.0,0.23233849357411743
74,virginia raffaele,0.0,0.0,0.0,0.23161615589971676
75,stellantis azioni,0.0,0.0,0.0,0.23090777506376875
76,rovigo,0.0,0.0,0.0,0.2302128900546512
77,viviana stucchi,0.0,0.0,0.0,0.22953106112437666
78,abhishek sharma,0.0,0.0,0.0,0.22886186853915486
79,lucrezia lando,0.0,0.0,0.0,0.2282049114186687
80,sabrina uomini e donne,0.0,0.0,0.0,0.22755980665670933
81,openai,0.0,0.0,0.0,0.2269261879165124
82,parapendio,0.0,0.0,0.0,0.22630370469475658
83,stefania cappa,0.0,0.0,0.0,0.22569202144874392
84,meteo bari,0.0,0.0,0.0,0.22509081678177853
85,djokovic,0.0,0.0,0.0,0.22449978268220952
86,senegal,0.0,0.0,0.0,0.2239186238120062
87,suns - celtics,0.0,0.0,0.0,0.22334705684109696
88,emma raducanu,0.0,0.0,0.0,0.2227848098240302
89,ostia,0.0,0.0,0.0,0.2222316216158104
90,rosy bindi,0.0,0.0,0.0,0.22168724132403095
91,tonali milan,0.0,0.0,0.0,0.2211514277946646
92,aldo cazzullo,0.0,0.0,0.0,0.22062394912909372
93,giuseppe uomini e donne,0.0,0.0,0.0,0.2201045822301589
94,cambio orario domenica,0.0,0.0,0.0,0.21959311237518594
95,lecceprima,0.0,0.0,0.0,0.21908933281411486
96,roberta uomini e donne,0.0,0.0,0.0,0.21859304439100327
97,sandra marchegiano,0.0,0.0,0.0,0.2181040551873126
98,taremi,0.0,0.0,0.0,0.21762218018550925
99,knicks - clippers,0.0,0.0,0.0,0.21714724095162588
100,miami open 2025,0.0,0.0,0.0,0.21667906533553166
101,csm,0.0,0.0,0.0,0.2162174871877535
102,lampedusa,0.0,0.0,0.0,0.21576234609177827
103,daspo,0.0,0.0,0.0,0.21531348711084464
104,groenlandia,0.0,0.0,0.0,0.2148707605483044
105,polizza catastrofale,0.0,0.0,0.0,0.21443402172070247
106,conte,0.0,0.0,0.0,0.21400313074278354
107,meteo roma oggi,0.0,0.0,0.0,0.21357795232369067
108,doordash,0.0,0.0,0.0,0.21315835557367352
109,nonostante film,0.0,0.0,0.0,0.21274421382066935
110,bianca censori,0.0,0.0,0.0,0.21233540443616755
111,protezione civile calabria,0.0,0.0,0.0,0.2119318086698044
112,paolo fox oroscopo oggi,0.0,0.0,0.0,0.21153331149217683
113,ivrea,0.0,0.0,0.0,0.21113980144539465
114,libia,0.0,0.0,0.0,0.21075117050092493
115,serena dandini,0.0,0.0,0.0,0.2103673139243114
116,sabrina carpenter milano,0.0,0.0,0.0,0.20998813014637793
117,scarlett johansson,0.0,0.0,0.0,0.20961352064055247
118,dazi,0.0,0.0,0.0,0.209243389805969
119,massimo ghirotto,0.0,0.0,0.0,0.2088776448560291
120,settimio todisco,0.0,0.0,0.0,0.20851619571212315
121,walter siti,0.0,0.0,0.0,0.20815895490223127
122,tripoli,0.0,0.0,0.0,0.20780583746414044
123,daredevil born again,0.0,0.0,0.0,0.2074567608530314
124,lilli gruber,0.0,0.0,0.0,0.2071116448532039
125,free speech,0.0,0.0,0.0,0.20677041149372208
126,robert redford,0.0,0.0,0.0,0.2064329849677758
127,keira knightley,0.0,0.0,0.0,0.20609929155556622
128,piersilvio berlusconi,0.0,0.0,0.0,0.20576925955053368
129,sindbad,0.0,0.0,0.0,0.20544281918875867
130,africa,0.0,0.0,0.0,0.20511990258137494
131,olivia wilde,0.0,0.0,0.0,0.204800443649844
132,gian piero gasperini,0.0,0.0,0.0,0.2044843780639489
133,michele placido,0.0,0.0,0.0,0.20417164318237246
134,car parts,0.0,0.0,0.0,0.20386217799573403
135,دعاء ليلة القدر,0.0,0.0,0.0,0.20355592307196482
136,dakar,0.0,0.0,0.0,0.20325282050390903
137,meteo pescara,0.0,0.0,0.0,0.20295281385904423
138,sixers - wizards,0.0,0.0,0.0,0.20265584813122056
139,isabella tovaglieri,0.0,0.0,0.0,0.2023618696943225
140,gran turismo,0.0,0.0,0.0,0.20207082625776437
141,tenoch huerta mejia,0.0,0.0,0.0,0.20178266682373375
142,delivery,0.0,0.0,0.0,0.20149734164610134
143,allerta meteo reggio calabria,0.0,0.0,0.0,0.20121480219092233
144,caduta gerry scotti striscia,0.0,0.0,0.0,0.20093500109845577
145,survivor,0.0,0.0,0.0,0.20065789214663352
146,diretta tennis,0.0,0.0,0.0,0.20038343021591398
147,the residence,0.0,0.0,0.0,0.20011157125545861
148,torno,0.0,0.0,0.0,0.1998422722505727
149,lottomatica,0.0,0.0,0.0,0.19957549119135506
150,lol 2025,0.0,0.0,0.0,0.19931118704250333
151,cingolani,0.0,0.0,0.0,0.19904931971422546
152,solar companies,0.0,0.0,0.0,0.19878985003420896
153,saratoga water,0.0,0.0,0.0,0.1985327397206032
154,myrta merlino,0.0,0.0,0.0,0.19827795135597165
155,5g,0.0,0.0,0.0,0.19802544836217253
156,mestre,0.0,0.0,0.0,0.1977751949761298
157,chipotle,0.0,0.0,0.0,0.19752715622645642
158,lawson,0.0,0.0,0.0,0.19728129791089558
159,platini,0.0,0.0,0.0,0.1970375865745452
160,don mattia ferrari,0.0,0.0,0.0,0.19679598948883448
161,trani,0.0,0.0,0.0,0.1965564746312216
162,ponte morandi,0.0,0.0,0.0,0.19631901066558333
163,tropea,0.0,0.0,0.0,0.19608356692326917
164,bonnie blue,0.0,0.0,0.0,0.19585011338479313
165,rumeysa gelgi,0.0,0.0,0.0,0.1956186206621379
166,giorgia cardinaletti,0.0,0.0,0.0,0.19538905998164785
167,guerra ucraina russia news,0.0,0.0,0.0,0.19516140316748692
168,leonardo,0.0,0.0,0.0,0.19493562262564004
169,bolivia,0.0,0.0,0.0,0.19471169132843705
170,superlega,0.0,0.0,0.0,0.19448958279957862
171,bolsonaro,0.0,0.0,0.0,0.1942692710996454
172,niger,0.0,0.0,0.0,0.19405073081207164
173,robinson crusoe,0.0,0.0,0.0,0.19383393702956642
174,costanza fiction,0.0,0.0,0.0,0.19361886534096467
175,steers,0.0,0.0,0.0,0.19340549181849295
176,nets - raptors,0.0,0.0,0.0,0.19319379300543385
177,speech,0.0,0.0,0.0,0.1929837459041747
178,regioni italiane,0.0,0.0,0.0,0.19277532796462654
179,imu,0.0,0.0,0.0,0.19256851707299927
180,swat,0.0,0.0,0.0,0.1923632915409209
181,mediterranean,0.0,0.0,0.0,0.1921596300948879
182,we,0.0,0.0,0.0,0.19195751186603457
183,coffee,0.0,0.0,0.0,0.19175691638021128
184,maria esposito,0.0,0.0,0.0,0.19155782354835862
185,kevin costner,0.0,0.0,0.0,0.1913602136571693
186,michael jordan,0.0,0.0,0.0,0.19116406736002547
187,malta,0.0,0.0,0.0,0.1909693656682039
188,gaeta,0.0,0.0,0.0,0.19077608994233797
189,panera bread,0.0,0.0,0.0,0.19058422188412896
190,sardone,0.0,0.0,0.0,0.19039374352829713
191,cristina d'avena,0.0,0.0,0.0,0.190204637234765
192,lebron james,0.0,0.0,0.0,0.19001688568106462
193,sinner oggi,0.0,0.0,0.0,0.1898304718549614
194,subway,0.0,0.0,0.0,0.18964537904728723
195,omicidio marta russo,0.0,0.0,0.0,0.18946159084497557
196,tommaso mare fuori,0.0,0.0,0.0,0.18927909112429256
197,mali,0.0,0.0,0.0,0.18909786404425666
198,teleregione,0.0,0.0,0.0,0.18891789404024137
199,lakers,0.0,0.0,0.0,0.18873916581775485
200,swiatek oggi,0.0,0.0,0.0,0.18856166434639035
201,stile tv,0.0,0.0,0.0,0.18838537485394247
202,rovato vertovese,0.0,0.0,0.0,0.18821028282068325
203,affari tuoi puntata di stasera,0.0,0.0,0.0,0.1880363739737936
204,carlo nordio,0.0,0.0,0.0,0.1878636342819447
205,f1 25 ps4,0.0,0.0,0.0,0.18769204995002464
206,vinitaly 2025,0.0,0.0,0.0,0.18752160741400595
207,giulianova calcio,0.0,0.0,0.0,0.18735229333594913
208,dairy queen,0.0,0.0,0.0,0.18718409459913868
209,giulianova,0.0,0.0,0.0,0.18701699830334648
210,derthona basket,0.0,0.0,0.0,0.18685099176021946
211,bus,0.0,0.0,0.0,0.18668606248878736
212,treviso today,0.0,0.0,0.0,0.18652219821108676
213,bariloche,0.0,0.0,0.0,0.18635938684789813
214,nikita contini,0.0,0.0,0.0,0.18619761651459218
215,telerama,0.0,0.0,0.0,0.1860368755170824
